"codigo_rnt","estado_rnt","razon_social_establecimiento","departamento","cod_dpto","municipio","cod_mun","nit","categoria","sub_categoria","habitaciones","camas","num_emp1","ano"
"4385","ACTIVO","COMUNICACIONES EFECTIVAS R","ANTIOQUIA","5","ITAGUI","5360","900049217","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","23","2019"
"4388","ACTIVO","MARKETING DE IDEAS","ANTIOQUIA","5","MEDELLIN","5001","811009619","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","OPERADORES PROFESIONALES DE CONGRESOS, FERIAS Y CONVENCIONES","0","0","15","2019"
"4410","ACTIVO","SEDE RECREACIONAL COMFENALCO SANTANDER","SANTANDER","68","FLORIDABLANCA","68276","890201578","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","CENTRO VACACIONAL","7","22","2","2019"
"4430","ACTIVO","MUNDO DESTINOS REPRESENTACIONES TURISTICAS","BOGOTA","11","BOGOTA D.C.","11001","830058735","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","1","2019"
"4442","ACTIVO","HOTEL CAMPESTRE VILLA YUDY","TOLIMA","73","MELGAR","73449","900134584","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","31","70","9","2019"
"4448","ACTIVO","HOTEL PANORAMA","CESAR","20","VALLEDUPAR","20001","900817593","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","46","5","2019"
"4454","ACTIVO","AGENCIA DE VIAJES Y TURISMO MERIDIANO","BOGOTA","11","BOGOTA D.C.","11001","860038813","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","8","2019"
"4458","ACTIVO","TURIVEL OPERADORA MAYORISTA","BOGOTA","11","BOGOTA D.C.","11001","860402288","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","7","2019"
"4459","ACTIVO","HEMISFERIO TOURS","VALLE DEL CAUCA","76","CALI","76001","800054863","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","7","2019"
"4461","ACTIVO","DORADO TOURS O.V. VIAJES Y TURISMO","CUNDINAMARCA","25","SOPO","25758","80431109","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4465","ACTIVO","AGENCIA DE VIAJES GENESIS","ANTIOQUIA","5","MEDELLIN","5001","800057730","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","9","2019"
"4470","ACTIVO","REGATA VIAJES Y TURISMO","VALLE DEL CAUCA","76","CALI","76001","800207170","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","14","2019"
"4472","ACTIVO","OFICINA DE TURISMO - CAJASAN","SANTANDER","68","BUCARAMANGA","68001","890200106","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4479","ACTIVO","UNIBELIER LTDA SU AGENCIA","SANTANDER","68","BUCARAMANGA","68001","804003151","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4482","ACTIVO","VITRAMAR CHIA","CUNDINAMARCA","25","CHIA","25175","800176657","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4486","ACTIVO","HACIENDA HOTEL SUESCUN FERNANDO REYES ISAZA & CIA S.EN C.","BOYACA","15","TIBASOSA","15806","860047532","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","17","38","10","2019"
"4487","ACTIVO","AGENCIA DE VIAJES Y TURISMO YETITOURS","BOYACA","15","TUNJA","15001","800240284","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4498","ACTIVO","PROMOTORA DE TURISMO BELISARIO MARIN","VALLE DEL CAUCA","76","CALI","76001","890316281","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"4500","ACTIVO","HOTEL GIMAURA","GUAJIRA","44","RIOHACHA","44001","900511031","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","47","78","39","2019"
"4504","ACTIVO","AGENCIAS DE VIAJES Y TURISMO WILSON TOURS Y CIA LTDA","ATLANTICO","8","BARRANQUILLA","8001","802009081","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"4506","ACTIVO","VIAJES COOPAVA","BOGOTA","11","BOGOTA D.C.","11001","860013683","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4507","ACTIVO","HOTEL GRANADA REAL","VALLE DEL CAUCA","76","CALI","76001","900441307","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","60","112","30","2019"
"4512","ACTIVO","HOTEL CARIVDI.","SUCRE","70","SINCELEJO","70001","33173678","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","50","6","2019"
"4513","ACTIVO","VIAJES LA GUANENA LTDA","NARIÑO","52","PASTO","52001","814001530","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4514","ACTIVO","HOTEL ORQUIDEA DORADA REAL","TOLIMA","73","MELGAR","73449","19129187","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","48","60","12","2019"
"4520","ACTIVO","QUIMBAYA TOURS","BOGOTA","11","BOGOTA D.C.","11001","900349497","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","8","2019"
"4525","ACTIVO","HOTEL DON LOLO","META","50","VILLAVICENCIO","50001","892002427","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","57","118","14","2019"
"4527","ACTIVO","HOTEL VALLADOLLYD","HUILA","41","SAN AGUSTIN","41668","1082772990","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","13","35","1","2019"
"4529","ACTIVO","AGENCIA DE VIAJES DE TURISMO RECEPTIVO DESTINO COLOMBIA","ANTIOQUIA","5","MEDELLIN","5001","800248920","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","32","2019"
"4533","ACTIVO","HOTEL JUANAMBU","NARIÑO","52","PASTO","52001","59824784","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","40","6","2019"
"4537","ACTIVO","HOTEL EL CONDADO","ANTIOQUIA","5","ITAGUI","5360","32472882","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","40","4","2019"
"4551","ACTIVO","HOTEL RESIDENCIAS EL DORADO","BOGOTA","11","BOGOTA D.C.","11001","52850304","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","21","27","2","2019"
"4553","ACTIVO","HOTEL LAS ORQUIDEAS","BOYACA","15","DUITAMA","15238","23546570","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","23","66","1","2019"
"4555","ACTIVO","HOTEL MELGAR PLAZA","TOLIMA","73","MELGAR","73449","27556328","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","72","4","2019"
"4559","ACTIVO","TRAVEL EXPERT S A S","BOGOTA","11","BOGOTA D.C.","11001","830060733","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4564","ACTIVO","HOTEL INAMBU","META","50","VILLAVICENCIO","50001","23801410","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","28","56","7","2019"
"4569","ACTIVO","VIAJES BALBOA","VALLE DEL CAUCA","76","BUENAVENTURA","76109","800151852","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4575","ACTIVO","HOTEL SUITE SANTA ROSA","RISARALDA","66","SANTA ROSA DE CABAL","66682","25163868","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","16","30","4","2019"
"4577","ACTIVO","HOTEL SAN REMO","TOLIMA","73","IBAGUE","73001","14210204","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","55","7","2019"
"4582","ACTIVO","AVES TOURS","BOGOTA","11","BOGOTA D.C.","11001","860079869","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4583","ACTIVO","HOTEL MORASURCO","NARIÑO","52","PASTO","52001","891200373","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","60","105","30","2019"
"4586","ACTIVO","GRUPO TIME SHARING","ANTIOQUIA","5","MEDELLIN","5001","811011790","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","5","2019"
"4588","ACTIVO","INVERSIONES HOTELERAS ARAWAK UPAR SAS","CESAR","20","VALLEDUPAR","20001","900464458","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","62","148","5","2019"
"4596","ACTIVO","CAMINO TOURS","BOLIVAR","13","CARTAGENA","13001","890404997","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","8","2019"
"4605","ACTIVO","HOTEL LOS CRISTALES","BOGOTA","11","BOGOTA D.C.","11001","35314720","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","33","4","2019"
"4610","ACTIVO","AGENCIA DE VIAJES TUR-ORIENTE","SANTANDER","68","BUCARAMANGA","68001","890206454","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4611","ACTIVO","HOTEL EL PENON","VALLE DEL CAUCA","76","CALI","76001","890310096","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","34","12","2019"
"4613","ACTIVO","HOTEL ILAMA","VALLE DEL CAUCA","76","BUGA","76111","891300563","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","2790","1","2019"
"4626","ACTIVO","HOTEL FAMILIAR SANTA MONICA","VALLE DEL CAUCA","76","CALI","76001","31171322","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOSTAL","5","5","1","2019"
"4628","ACTIVO","ASIA EUROPA TOURS","BOGOTA","11","BOGOTA D.C.","11001","13224403","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","1","2019"
"4631","ACTIVO","HOSTAL MONSERRAT","BOGOTA","11","BOGOTA D.C.","11001","1032356991","VIVIENDAS TURÍSTICAS","FINCAS TURÍSTICAS (ALOJAMIENTO RURAL)","6","12","0","2019"
"4644","ACTIVO","HOTEL INTERNACIONAL CASA MORALES","TOLIMA","73","IBAGUE","73001","19092769","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","131","347","33","2019"
"4649","ACTIVO","NUEVO HOTEL ACUARIO","TOLIMA","73","MELGAR","73449","80493529","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","35","52","2","2019"
"4652","ACTIVO","HOTEL ACUARELA LTDA","SANTANDER","68","LOS SANTOS","68418","800114808","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","25","80","6","2019"
"4655","ACTIVO","HOTEL CONFORT 80","BOGOTA","11","BOGOTA D.C.","11001","901320481","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","56","15","2019"
"4659","ACTIVO","HOTEL GUADAIRA RESORT S.A.","TOLIMA","73","MELGAR","73449","830056264","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","64","206","18","2019"
"4661","ACTIVO","TORRE DE CALI PLAZA HOTEL","VALLE DEL CAUCA","76","CALI","76001","900444474","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","111","170","65","2019"
"4666","ACTIVO","HOTEL LAS MOLAS","ANTIOQUIA","5","APARTADO","5045","900077100","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","APARTAHOTEL","30","55","4","2019"
"4668","ACTIVO","HOTEL INTER-BOGOTA","BOGOTA","11","BOGOTA D.C.","11001","860070376","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","45","85","11","2019"
"4669","ACTIVO","PROMOCIONES Y REPRESENTACIONES PRIMERA CLASE SAS","BOGOTA","11","BOGOTA D.C.","11001","830062851","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4674","ACTIVO","AGENCIA DE VIAJES Y TURISMO-OTUR LTDA.","SANTANDER","68","BUCARAMANGA","68001","890202047","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4677","ACTIVO","JABA HOTEL SANTIAGO DE CALI LTDA","VALLE DEL CAUCA","76","CALI","76001","805014036","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","79","132","22","2019"
"4678","ACTIVO","GLOBAL VIAJES Y TURISMO","VALLE DEL CAUCA","76","CALI","76001","19412474","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4681","ACTIVO","M F Q MAYORISTAS","BOGOTA","11","BOGOTA D.C.","11001","860531551","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES MAYORISTAS","0","0","1","2019"
"4683","ACTIVO","AGENCIA TROTAMUNDOS O TROTAMUNDOS","BOGOTA","11","BOGOTA D.C.","11001","830038319","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","4","2019"
"4684","ACTIVO","HOTEL HOUSTON","SANTANDER","68","BUCARAMANGA","68001","27950761","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","34","40","9","2019"
"4686","ACTIVO","OPTIMA S.A. COMPANIA INTEGRAL DE VIAJES","VALLE DEL CAUCA","76","CALI","76001","890324706","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4687","ACTIVO","HOTEL ALCANTUZ","SANTANDER","68","SAN GIL","68679","37885028","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","17","45","4","2019"
"4688","ACTIVO","SAN IGNACIO PLAZA S.A.S","BOYACA","15","TUNJA","15001","900572107","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","55","5","2019"
"4689","ACTIVO","CASA DE COLOMBIA EN MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","890900894","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","9","2019"
"4690","ACTIVO","CASA DE COLOMBIA EN MEDELLIN SUCURSAL OVIEDO","ANTIOQUIA","5","MEDELLIN","5001","890900894","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4708","ACTIVO","HOTEL HORIZONTE","ATLANTICO","8","BARRANQUILLA","8001","8704850","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","17","25","4","2019"
"4710","ACTIVO","HOTEL LA VIÃ‘A","BOYACA","15","CHIQUINQUIRA","15176","23484479","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","20","30","5","2019"
"4712","ACTIVO","VILLA DEL ROSARIO","TOLIMA","73","MELGAR","73449","51770363","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","39","7","2019"
"4719","ACTIVO","AGENCIA OPERADORA DE TURISMO ISLA DEL ENCANTO","BOLIVAR","13","CARTAGENA","13001","806013381","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","126","2019"
"4723","ACTIVO","HOTEL SHERATON","BOGOTA","11","BOGOTA D.C.","11001","860052950","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","48","5","2019"
"4725","ACTIVO","TRAVEL AIR AGENCIA DE VIAJES","ANTIOQUIA","5","ENVIGADO","5266","890919441","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4728","ACTIVO","N H ROYAL PAVILLON","BOGOTA","11","BOGOTA D.C.","11001","900011991","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","35","16","2019"
"4730","ACTIVO","ENLACES VIAJES Y TURISMO LIMITDA","QUINDIO","63","ARMENIA","63001","801001910","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","5","2019"
"4731","ACTIVO","HOTEL SIAR","BOGOTA","11","BOGOTA D.C.","11001","830035289","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","34","49","13","2019"
"4732","ACTIVO","HOTEL CAPRI SAN GIL","SANTANDER","68","SAN GIL","68679","51561917","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","30","47","8","2019"
"4733","ACTIVO","CLUB HOTEL YAJAIRA","TOLIMA","73","MELGAR","73449","809000382","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","70","110","18","2019"
"4739","ACTIVO","HOTEL ABRIL","SANTANDER","68","SAN GIL","68679","63563516","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","27","60","7","2019"
"4740","ACTIVO","SERVICIOS AEREOS S.A.S SAYT S.A.S","CAUCA","19","POPAYAN","19001","805001395","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","7","2019"
"4744","ACTIVO","HOTEL LAURELES 70","ANTIOQUIA","5","MEDELLIN","5001","901001868","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","64","23","2019"
"4747","ACTIVO","COMERCIAL HOTELERA DE IBAGUE","TOLIMA","73","IBAGUE","73001","800194897","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","61","106","30","2019"
"4752","ACTIVO","EMBASSY SUITES ROSALES","BOGOTA","11","BOGOTA D.C.","11001","830011089","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","96","131","95","2019"
"4769","ACTIVO","HOTEL HOSPEDERIA SAN CARLOS","BOYACA","15","VILLA DE LEYVA","15407","40012806","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","15","33","1","2019"
"4772","ACTIVO","VICTORIA EXPRESS","BOGOTA","11","BOGOTA D.C.","11001","800192581","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4774","ACTIVO","CALEB TURISMO Y CONSULTORIA","BOYACA","15","TUNJA","15001","19182828","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES OPERADORAS","0","0","2","2019"
"4778","ACTIVO","CAICEDONIA PLAZA - HOTEL","VALLE DEL CAUCA","76","CAICEDONIA","76122","29462883","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","12","21","1","2019"
"4782","ACTIVO","HOTEL COLSUBSIDIO PEÃ‘ALISA","CUNDINAMARCA","25","RICAURTE","25612","860007336","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","209","993","115","2019"
"4786","ACTIVO","PUNTO DE VENTAS SERVINCLUIDOS MEDELLIN C.C SANTA FÃ‰","ANTIOQUIA","5","MEDELLIN","5001","800230546","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4789","ACTIVO","HOTEL BOYACA","BOYACA","15","CHIQUINQUIRA","15176","46676520","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","20","30","1","2019"
"4791","ACTIVO","HOTEL DANN CARLTON MEDELLIN","ANTIOQUIA","5","MEDELLIN","5001","811012295","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","182","212","166","2019"
"4792","ACTIVO","CASA DANN CARLTON","BOGOTA","11","BOGOTA D.C.","11001","800246985","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","236","282","59","2019"
"4793","ACTIVO","HOTEL LOS DELFINES","VALLE DEL CAUCA","76","BUENAVENTURA","76109","835001744","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","62","98","16","2019"
"4799","ACTIVO","HOTEL MISION SANTA BARBARA","SANTANDER","68","BARICHARA","68079","5817047","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","31","76","8","2019"
"4800","ACTIVO","TRAFALGAR TOURS","BOGOTA","11","BOGOTA D.C.","11001","830039815","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","71","2019"
"4801","ACTIVO","HOTEL PACANAIMA","TOLIMA","73","ESPINAL","73268","901070680","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","26","36","7","2019"
"4805","ACTIVO","HOTEL CASA BLANCA","BOYACA","15","PAIPA","15516","9513337","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","45","90","12","2019"
"4808","ACTIVO","HOTEL CASTILLA REAL","RISARALDA","66","PEREIRA","66001","816003165","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","24","33","14","2019"
"4811","ACTIVO","HOTEL BALUARTE CARTAGENA ANTIGUO HOTEL SAN PIETRO","BOLIVAR","13","CARTAGENA","13001","830501475","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","32","44","33","2019"
"4814","ACTIVO","MERCY TOURS SAS","VALLE DEL CAUCA","76","CALI","76001","830053469","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4828","ACTIVO","VIAJES SOL Y BRISA LTDA","BOGOTA","11","BOGOTA D.C.","11001","830053259","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","2","2019"
"4835","ACTIVO","DECAMERON ISLEÃ‘O BEACH RESORT SPA & CENTRO DE CONVENCIONES","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","806000179","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","250","640","302","2019"
"4836","ACTIVO","HOTEL EL DORADO.-","BOLIVAR","13","CARTAGENA","13001","890404835","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","320","680","282","2019"
"4839","ACTIVO","SERVINCLUIDOS LTDA. HOTEL AQUARIUM SUPER DECAMERON","SAN ANDRES Y PROVIDENCIA","88","SAN ANDRES","88001","800230546","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","297","542","361","2019"
"4840","ACTIVO","HOTEL LA VALVANERA","CUNDINAMARCA","25","ANAPOIMA","25035","800150172","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","14","56","2","2019"
"4842","ACTIVO","CAJA DE COMPENSACION FAMILIAR COMPENSAR","BOGOTA","11","BOGOTA D.C.","11001","860066942","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4844","ACTIVO","SERVICIOS TURISTICOS AEREOS Y TERRESTRES SEATTUR LTDA","BOGOTA","11","BOGOTA D.C.","11001","830022015","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4845","ACTIVO","ANDES TOURS","BOGOTA","11","BOGOTA D.C.","11001","860031954","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4847","ACTIVO","HOTEL LUSITANIA","TOLIMA","73","IBAGUE","73001","809004254","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","80","171","23","2019"
"4848","ACTIVO","GIRATUR","ANTIOQUIA","5","MEDELLIN","5001","890928375","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","3","2019"
"4849","ACTIVO","FESTIVALTOURS.CO","BOGOTA","11","BOGOTA D.C.","11001","800193221","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","10","2019"
"4851","ACTIVO","HOTEL VIENA","CUNDINAMARCA","25","VILLETA","25875","800013421","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","115","13","2019"
"4854","ACTIVO","HOTEL SAN FRANCISCO","BOYACA","15","TUNJA","15001","6767064","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","19","30","1","2019"
"4860","ACTIVO","HOTEL RUITOQUE BUCARAMANGA","SANTANDER","68","BUCARAMANGA","68001","900558746","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","50","77","13","2019"
"4862","ACTIVO","HOTEL EL PRADO","ATLANTICO","8","BARRANQUILLA","8001","900951968","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","205","267","84","2019"
"4872","ACTIVO","TURAMERICA LTDA","BOGOTA","11","BOGOTA D.C.","11001","860059587","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","1","2019"
"4874","ACTIVO","HOTEL PACIFICO","CUNDINAMARCA","25","VILLETA","25875","41414131","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","48","7","2019"
"4878","ACTIVO","HOTEL LA PLAZUELA","CAUCA","19","POPAYAN","19001","891501030","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","29","48","19","2019"
"4884","ACTIVO","HOTEL BACHUE","CUNDINAMARCA","25","GIRARDOT","25307","890600394","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","123","236","24","2019"
"4886","ACTIVO","VISION TOURS","BOGOTA","11","BOGOTA D.C.","11001","860079857","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","14","2019"
"4888","ACTIVO","CARNAVAL TOURS","BOGOTA","11","BOGOTA D.C.","11001","800241508","AGENCIAS DE VIAJES","AGENCIAS DE VIAJES Y DE TURISMO","0","0","2","2019"
"4892","ACTIVO","HOTEL YALCONIA ( ARRENDADO )","HUILA","41","SAN AGUSTIN","41668","891100801","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","39","52","6","2019"
"4906","ACTIVO","HOTEL HACARITAMA OCAÃ‘A","NORTE DE SANTANDER","54","OCAÃ‘A","54498","800079759","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","46","84","12","2019"
"4909","ACTIVO","HOTEL EL CID","CUNDINAMARCA","25","GIRARDOT","25307","39552586","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","22","33","3","2019"
"4911","ACTIVO","MUNDIASTUR","ANTIOQUIA","5","MEDELLIN","5001","800009778","OFICINAS DE REPRESENTACION TURÍSTICA","OFICINA DE REPRESENTACIÓN TURÍSTICA","0","0","20","2019"
"4912","ACTIVO","HOTEL SOL INTERNACIONAL","BOYACA","15","SOGAMOSO","15759","9519947","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","31","52","1","2019"
"4913","ACTIVO","HOTEL COSTA AZUL BEACH","MAGDALENA","47","SANTA MARTA","47001","900430106","ESTABLECIMIENTOS DE ALOJAMIENTO TURÍSTICO","HOTEL","70","162","1","2019"
